index,text_a,text_b,preferred_text
3766,"import sys
from itertools import combinations

def solve():
    n = int(input())
    cards = set(input().split())
    colors = {'R', 'G', 'B', 'Y', 'W'}
    numbers = {'1', '2', '3', '4', '5'}
    color_hints = [set() for _ in range(5)]
    number_hints = [set() for _ in range(5)]
    for card in cards:
        color, number = card
        color_hints[ord(color) - ord('A')].add(card)
        number_hints[int(number) - 1].add(card)
    for i in range(10):
        for hints in combinations(range(10), i):
            color_hints_to_give = [color_hints[hint] for hint in hints if hint < 5]
            number_hints_to_give = [number_hints[hint - 5] for hint in hints if hint >= 5]
            if len(set.union(*color_hints_to_give, *number_hints_to_give)) == len(cards):
                return i
    return 10

print(solve())
","""""""
Codeforces Round 253 Div 1 Problem A

Author  : chaotic_iak
Language: Python 3.3.4
""""""

def read(mode=2):
    # 0: String
    # 1: List of strings
    # 2: List of integers
    inputs = input().strip()
    if mode == 0:
        return inputs
    if mode == 1:
        return inputs.split()
    if mode == 2:
        return [int(x) for x in inputs.split()]

def write(s=""\n""):
    if isinstance(s, list): s = "" "".join(map(str,s))
    s = str(s)
    print(s, end="""")

################################################### SOLUTION
import itertools
covers = itertools.product([0,1], repeat=10)

n, = read()
s = read(1)
a = [0] * 25
colors = ""RGBYW""
for i in s:
    a[colors.index(i[0]) * 5 + int(i[1])-1] |= 1

def check(cover):
    nonlocal a
    unknowns = [0] * 11
    for i in range(25):
        if not a[i]: continue
        id = -1
        if not cover[i%5]: id = 5+i//5
        if not cover[5+i//5]:
            if id == -1:
                id = i%5
            else:
                id = 10
        if id > -1:
            if unknowns[id]: return False
            unknowns[id] = 1
    return True

mn = 99
for i in covers:
    if check(i):
        mn = min(mn, sum(i))

print(mn)",text_b
3767,"n = int(input())
a = list(map(int, input().split()))
b = list(map(int, input().split()))
b.sort()
s = sum(a)
t = 0
k = 0
while s > 0:
    s -= b.pop()
    t += min(s, b[-1])
    k += 1
print(k, t)
","f = lambda: list(map(int, input().split()))
n = int(input())
a, b = f(), f()

d = [[None] * 10001 for i in range(n)]

def g(i, s):
    if s <= 0: return (0, s)
    if i == n: return (1e7, 0)

    if not d[i][s]:
        x, y = g(i + 1, s - b[i])
        d[i][s] = min(g(i + 1, s), (x + 1, y + b[i] - a[i]))
    return d[i][s]

x, y = g(0, sum(a))
print(x, y)",text_b
3768,"x, y = map(int, input().split())
if x < y:
    x, y = y, x
    c = 'B'
else:
    c = 'A'
ans = []
while y:
    q, r = divmod(x, y)
    ans.append((q, c))
    x, y = y, r
    c = 'A' if c == 'B' else 'B'
if x != 1:
    print('Impossible')
else:
    ans[-1] = (ans[-1][0] - 1, ans[-1][1])
    ans.append((1, 'A' if ans[-1][1] == 'B' else 'B'))
    for a, b in ans:
        print(a, b, sep='', end='')
","import sys
read = lambda: list(map(int, sys.stdin.readline().split()))
x, y = read()

res = []
c = 'A'
while x * y > 1:
   k = min(x // y, x - 1)
   if k > 0:
      res.append('{}{}'.format(k, c))
   x, y = y, x - k*y
   c = 'A' if c == 'B' else 'B'

if x == 0 or y == 0:
   print('Impossible')
else:
   print(''.join(res))

",text_b
3769,"MOD = 10**9 + 7

def power(x, y):
    if y == 0:
        return 1
    elif y % 2 == 0:
        return power((x * x) % MOD, y // 2)
    else:
        return (x * power((x * x) % MOD, y // 2)) % MOD

def solve(p, k):
    if k == 0:
        return power(p, p - 1)
    elif k == 1:
        return power(p, p)
    else:
        a = [1]
        x = k
        while x != 1:
            a.append(x)
            x = (x * k) % p
        return power(p, len(a))

p, k = map(int, input().split())
print(solve(p, k))
","def main():
	p, k = list(map(int, input().split()))
	s = 1
	m = pow(10,9)+7
	if k == 0:
		s = pow(p,p-1,m)
	elif k == 1:
		s = pow(p,p,m)
	else:
		o = 1
		n = k
		while n != 1:
			n = k*n %p
			o += 1
		c = (p-1)//o
		s = pow(p,c,m)
	print(s%m)
main()
",text_b
3770,"import sys
from collections import deque
input = sys.stdin.readline

N, M = map(int, input().split())
A = list(map(int, input().split()))
B = list(map(int, input().split()))
edges = [list(map(int, input().split())) for _ in range(M)]
edges = [[u-1, v-1] for u, v in edges]

G = [[] for _ in range(N)]
for u, v in edges:
    G[u].append(v)
    G[v].append(u)

visited = [False]*N
components = []
for i in range(N):
    if not visited[i]:
        stack = deque([i])
        visited[i] = True
        component = [i]
        while stack:
            v = stack.pop()
            for u in G[v]:
                if not visited[u]:
                    stack.append(u)
                    visited[u] = True
                    component.append(u)
        components.append(component)

dp = [[-float('inf')]*(N+1) for _ in range(len(components)+1)]
dp[0][0] = 0
for i, component in enumerate(components, start=1):
    total_B = sum(B[v] for v in component)
    total_A = sum(A[v] for v in component)
    for j in range(N+1):
        if j >= total_A:
            dp[i][j] = max(dp[i][j], dp[i-1][j-total_A] + total_B)
        dp[i][j] = max(dp[i][j], dp[i-1][j])

print(max(dp[-1]))
","import sys
input = sys.stdin.readline

N,M=map(int,input().split())
A=list(map(int,input().split()))
B=list(map(int,input().split()))

# node : 0<=i<=3*N-1, i:minus i+1: delete i+2: plus
# start : 3*N
# goal : 3*N+1

EDGE=[dict() for i in range(3*N+2)]
V=3*N+2
start=3*N
goal=3*N+1

for i in range(N):
    EDGE[start][3*i] = -B[i] + (1<<30)
    EDGE[3*i][3*i+1] = A[i] + (1<<30)
    EDGE[3*i+1][3*i+2] = B[i] + (1<<30)
    EDGE[3*i+2][goal] = float(""inf"")

for i in range(M):
    x,y=map(int,input().split())
    x-=1
    y-=1

    EDGE[3*x+1][3*y] = float(""inf"")
    EDGE[3*y+1][3*x] = float(""inf"")

ANS=0
while True:
    USED=[0]*V
    ROUTE=[-1]*V
    Q=[(start,float(""inf""))]
    
    while Q: # DFS
        NOW,cost=Q.pop()
        if NOW==goal:
            break

        for to in EDGE[NOW]:
            if USED[to]==0 and EDGE[NOW][to]!=0: 
                ROUTE[to]=NOW
                USED[to]=1
                Q.append((to,min(cost,EDGE[NOW][to])))
    else:
        break
    
    ANS+=cost
    i=goal
    while i!=start: # goalからたどり,Routeを使ってEDGEの更新
        j=ROUTE[i]
        EDGE[j][i]-=cost # 使ったルートをいけなく更新
        if j in EDGE[i]:
            EDGE[i][j]+=cost # 逆向きに進めるようにする.これらを重みつきにすれ普通のフロー
        else:
            EDGE[i][j]=cost
            
        i=j
        
print(-(ANS-(N<<30)))",text_b
3771,"from collections import deque
H, W = map(int, input().split())
G = [list(input()) for _ in range(H)]
INF = 10**9
N = 2*H + 2*W + 2
cap = [[0]*N for _ in range(N)]
cost = [[0]*N for _ in range(N)]
to = [[] for _ in range(N)]
dx = [0, 1, 0, -1]
dy = [1, 0, -1, 0]
S = 2*H + 2*W
T = S + 1
def add_edge(u, v, c, d):
    cap[u][v] = c
    cap[v][u] = 0
    cost[u][v] = d
    cost[v][u] = -d
    to[u].append(v)
    to[v].append(u)
for i in range(H):
    for j in range(W):
        if G[i][j] == 'o':
            add_edge(2*i, 2*H + 2*j, 1, 1)
            add_edge(2*H + 2*j, 2*i + 1, 1, 0)
            add_edge(2*j, 2*H + 2*i + 1, 1, 1)
            add_edge(2*H + 2*i + 1, 2*j + 1, 1, 0)
        elif G[i][j] == 'S':
            add_edge(S, 2*i, INF, 0)
            add_edge(S, 2*j, INF, 0)
            add_edge(2*i + 1, T, INF, 0)
            add_edge(2*j + 1, T, INF, 0)
        elif G[i][j] == 'T':
            add_edge(2*i, T, INF, 0)
            add_edge(2*j, T, INF, 0)
            add_edge(S, 2*i + 1, INF, 0)
            add_edge(S, 2*j + 1, INF, 0)
res = 0
while True:
    dist = [INF]*N
    dist[S] = 0
    prevv = [0]*N
    preve = [0]*N
    que = deque([(0, S)])
    while que:
        d, v = que.popleft()
        if dist[v] < d:
            continue
        for i, u in enumerate(to[v]):
            if cap[v][u] > 0 and dist[u] > dist[v] + cost[v][u]:
                dist[u] = dist[v] + cost[v][u]
                prevv[u] = v
                preve[u] = i
                que.append((dist[u], u))
    if dist[T] == INF:
        break
    v = T
    while v != S:
        u = prevv[v]
        cap[u][v] -= 1
        cap[v][u] += 1
        v = u
    res += dist[T]
print(res if res < INF else -1)
","from networkx import*
H,*S=open(0)
H,W=map(int,H.split())
g=Graph()
a=g.add_edges_from
for i in range(m:=H*W):
  a([[m*2,h:=i//W],[m*2,w:=i%W+m]]*((c:=S[h][w-m])=='S')+[[h,I:=m*3],[w,I]]*(c=='T'),capacity=I)
  a([[h,w],[w,h]]*(c>'T'),capacity=1)
print([-1,f:=minimum_cut(g,m*2,I)[0]][f<I])",text_b
3772,"def solve(a, b):
    if a % b == 0:
        return a // b
    else:
        return a // b + solve(b, a % b)

a, b = map(int, input().split())
print(solve(a, b))
","a, b = list(map(int, input().split()))
res = 0

while b != 0:
    res += a // b
    a %= b
    a, b = b, a
print(res)
",text_b
3773,"def mex(s):
    i = 0
    while i in s:
        i += 1
    return i

def grundy(a, k):
    if a % k == 0:
        return a // k
    b = a // k * k
    if a - b >= b // k + 1:
        return grundy(a - b // k - 1, k)
    return grundy(b, k)

N = int(input())
G = 0
for _ in range(N):
    a, k = map(int, input().split())
    G ^= grundy(a, k)
if G == 0:
    print(""Aoki"")
else:
    print(""Takahashi"")
","n = int(input())
nim = []
for i in range(n):
  a,k = map(int,input().split())
  while a%k != 0 and a>k:
    t = a//k
    if t+1>=a%k:
      a -= t+1
    else:
      y = a%k
      a -= y//(t+1)*(t+1)
  if a<k:
    x = 0
  elif a%k == 0:
    x = a//k
  nim.append(x)
ans = 0
for i in nim:
  ans ^= i
if ans == 0:
  print(""Aoki"")
else:
  print(""Takahashi"")",text_b
3774,"def solve(n, m):
    if n > m:
        n, m = m, n
    if n == 1:
        if m % 6 <= 3:
            return m // 6 * 6
        else:
            return m // 6 * 6 + 2 * (m % 6 - 3)
    elif n == 2:
        if m in [2, 3, 7]:
            return m
        else:
            return n * m // 2 * 2
    else:
        return n * m // 2 * 2

n, m = map(int, input().split())
print(solve(n, m))
","n, m = list(map(int, input().split()))
if n > m:
  n, m = m, n
if n == 1:
  print(([0, 0, 0, 0, 1, 2][m % 6] + m // 6 * 3) * 2)
  return
if n == 2:
  if m == 2:
    print(0)
  elif m == 3:
    print(4)
  elif m == 7:
    print(12)
  else:
    print(n * m)
  return
print((n * m) // 2 * 2)
",text_b
3775,"n, m = map(int, input().split())
a = [list(map(int, input().split())) for _ in range(n)]
b = [list(map(int, input().split())) for _ in range(m)]
c = [0]*10
d = [0]*10
e = [0]*10
f = [0]*10
for i in range(n):
    c[a[i][0]] += 1
    c[a[i][1]] += 1
    e[a[i][0]] += 1
    e[a[i][1]] += 1
for i in range(m):
    d[b[i][0]] += 1
    d[b[i][1]] += 1
    f[b[i][0]] += 1
    f[b[i][1]] += 1
for i in range(10):
    if c[i] > 0 and d[i] > 0:
        if c[i] > 1:
            for j in range(n):
                if a[j][0] == i or a[j][1] == i:
                    e[a[j][0]] -= 1
                    e[a[j][1]] -= 1
        if d[i] > 1:
            for j in range(m):
                if b[j][0] == i or b[j][1] == i:
                    f[b[j][0]] -= 1
                    f[b[j][1]] -= 1
if max(e) > 1 or max(f) > 1:
    print(-1)
elif sum([1 for i in range(10) if c[i] > 0 and d[i] > 0]) > 1:
    print(0)
else:
    for i in range(10):
        if c[i] > 0 and d[i] > 0:
            print(i)
            break
","
import sys
#sys.stdin=open(""data.txt"")
input=sys.stdin.readline

n,m=list(map(int,input().split()))

possible1=[set() for _ in range(200)]
possible2=[set() for _ in range(200)]
weird=[0]*15

p1=list(map(int,input().split()))
p2=list(map(int,input().split()))

for i in range(n):
    for j in range(m):
        a=sorted(p1[i*2:i*2+2])
        b=sorted(p2[j*2:j*2+2])
        if a==b: continue
        got=-1
        if a[0] in b: got=a[0]
        if a[1] in b: got=a[1]
        if got==-1: continue
        weird[got]=1
        possible1[a[0]*11+a[1]].add(got)
        possible2[b[0]*11+b[1]].add(got)

if sum(weird)==1:
    print(weird.index(1))
elif max(len(i) for i in possible1)==1 and max(len(i) for i in possible2)==1:
    print(0)
else:
    print(-1)
",text_b
3776,"format = int(input())
time = input()

hours, minutes = map(int, time.split(':'))

if format == 24:
    if hours > 23:
        hours = 10
    if minutes > 59:
        minutes = 10
else:
    if hours > 12 or hours == 0:
        hours = 10
    if minutes > 59:
        minutes = 10

print(""{:02}:{:02}"".format(hours, minutes))
","n = int(input())
s = input().split(':')
if n == 12:
    if s[0] == '00':
        s[0] = '01'
    elif int(s[0]) > 12 and s[0][1] == '0':
        s[0] = '10'
    elif int(s[0]) > 12:
        s[0] = '0' + s[0][1]
else:
    if int(s[0]) > 23:
        s[0] = '0' + s[0][1]
if int(s[1]) > 59:
    s[1] = '0' + s[1][1]
print(':'.join(s))",text_b
3777,"import sys
input = sys.stdin.readline
mod = 10**9+7
n,m = map(int,input().split())
x = int(input())
edge = sorted([list(map(int,input().split())) for _ in range(m)],key=lambda x:x[2])
par = list(range(n+1))
rank = [0]*(n+1)
def find(x):
    if par[x] == x:
        return x
    else:
        par[x] = find(par[x])
        return par[x]
def unite(x,y):
    x = find(x)
    y = find(y)
    if x == y:
        return
    if rank[x] < rank[y]:
        par[x] = y
    else:
        par[y] = x
        if rank[x] == rank[y]:
            rank[x] += 1
def same(x,y):
    return find(x) == find(y)
cnt = [0]*(m+1)
for i in range(m):
    if not same(edge[i][0],edge[i][1]):
        cnt[i+1] = cnt[i]+1
        unite(edge[i][0],edge[i][1])
    else:
        cnt[i+1] = cnt[i]
dp = [[0]*(n+1) for _ in range(m+1)]
dp[0][0] = 1
for i in range(m):
    for j in range(cnt[i]+1):
        if dp[i][j] == 0:
            continue
        if j < cnt[i+1]:
            dp[i+1][j+1] += dp[i][j]
            dp[i+1][j+1] %= mod
        dp[i+1][j] += dp[i][j]*2
        dp[i+1][j] %= mod
ans = 0
for i in range(m):
    if edge[i][2]*cnt[i+1] > x:
        break
    for j in range(cnt[i+1]):
        if edge[i][2]*j+(n-1-j)*edge[i+1][2] <= x:
            ans += dp[i+1][j]
            ans %= mod
print(ans)
","import sys
from operator import itemgetter
readline = sys.stdin.readline

sys.setrecursionlimit(2*10**6)
class UF():
    def __init__(self, num):
        self.par = [-1]*num
        self.size = [1]*num
    def find(self, x):
        if self.par[x] < 0:
            return x
        else:
            x = self.par[x]
            return self.find(x)
    
    def union(self, x, y):
        rx = self.find(x)
        ry = self.find(y)
        if rx != ry:
            if self.par[rx] < self.par[ry]:
                self.par[ry] = rx
                self.size[rx] += self.size[ry] 
            elif self.par[rx] > self.par[ry]:
                self.par[rx] = ry
                self.size[ry] += self.size[rx]
            else:
                self.par[rx] -= 1
                self.par[ry] = rx
                self.size[rx] += self.size[ry]
        return

def parorder(Edge, p):
    N = len(Edge)
    Cs = [None]*N
    par = [0]*N
    par[p] = -1
    stack = [p]
    order = []
    visited = set([p])
    ast = stack.append
    apo = order.append
    while stack:
        vn = stack.pop()
        apo(vn)
        for vf, cost in Edge[vn]:
            if vf in visited:
                continue
            visited.add(vf)
            par[vf] = vn
            Cs[vf] = cost
            ast(vf)
    return par, order, Cs

def getcld(p):
    res = [[] for _ in range(len(p))]
    for i, v in enumerate(p[1:], 1):
        res[v].append(i)
    return res

MOD = 10**9+7
N, M = list(map(int, readline().split()))
X = int(readline())
Edge = []
for _ in range(M):
    a, b, c = list(map(int, readline().split()))
    a -= 1
    b -= 1
    Edge.append((c, a, b))

Edge.sort(key = itemgetter(0))

T = UF(N)

cnt = 0
idx = 0
tEdge = [[] for _ in range(N)]
oEdge = []
mst = 0
while cnt < N-1:
    while True:
        cost, x, y = Edge[idx]
        rx = T.find(x)
        ry = T.find(y)
        idx += 1
        if rx != ry:
            break
        oEdge.append((cost, x, y))
    cnt += 1
    tEdge[x].append((y, cost))
    tEdge[y].append((x, cost))
    mst += cost
    T.union(x, y)
for i in range(idx, M):
    oEdge.append(Edge[i])
    

root = 0
P, L, Cs = parorder(tEdge, root)
#C = getcld(P)

Leng = [0]*N
for i in L[1:]:
    p = P[i]
    Leng[i] = 1 + Leng[p]

Dl = [list(range(N))] + [[P[i] for i in range(N)]]
depth = N.bit_length()
for _ in range(depth-1):
    res = [-1]*N
    for i in range(N):
        a = Dl[-1][i]
        if a != root and a != -1:
            res[i] = Dl[-1][a]
    Dl.append(res)

data = [[0]*N] + [[0 if i == root else Cs[i] for i in range(N)]]

for j in range(depth-1):
    res = [0]*N
    for i in range(N):
        a = Dl[j+1][i]
        if a != root and a != -1 and data[-1][a]:
            res[i] = max(data[-1][i], data[-1][a])
    data.append(res)

def query(u0, v0):
    u, v = u0, v0
    if Leng[u] > Leng[v]:
        u, v = v, u
    dif = Leng[v] - Leng[u]
    res = 0
    for i in range(dif.bit_length()):
        if (1<<i) & dif:
            res = max(res, data[i+1][v])
            v = Dl[i+1][v]
    ll = Leng[u].bit_length()
    for i in range(ll):
        k = ll-1-i
        if Dl[k+1][v] != Dl[k+1][u]:
            res = max(res, data[k+1][v], data[k+1][u])
            u = Dl[k+1][u]
            v = Dl[k+1][v]

    if u != v:
        res = max(res, Cs[v], Cs[u])
        
    return res

if mst == X:
    ans = (pow(2, N-1, MOD) - 2) * pow(2, M-(N-1), MOD) % MOD
else:
    ans = 0
cue = 0
ran = 0
dec = 0
for c, u, v in oEdge:
    me = query(u, v)
    if mst + c - me < X:
        dec += 1
    elif mst + c - me == X:
        cue += 1
    else:
        ran += 1

ans = (ans + 2*(pow(2, cue)-1)*pow(2, ran, MOD))%MOD

print(ans)
",text_b
